id,user_posted,name,description,date_posted,photos,url,tagged_users,replies,reposts,likes,views,external_url,hashtags,followers,biography,posts_count,profile_image_link,following,is_verified,quotes,bookmarks,parent_post_details,external_image_urls,videos,quoted_post,pred_label_id,pred_label_name,p_Normal,p_Harassment,p_Defamation,p_Misleading,pred_confidence,risk_flag,char_len,word_len
1868216199751889180,The███nom███,The███ono███t,"Cryptocurrencies are being increasingly institutionalised. 

In turn the asset class will become more ordinary, and more linked to the ups and downs of the regular financial world, which advocates had hoped to replace","""2024-12-15T08:47:06.000Z""",,https://x.com/TheEconomist/status/1868216199751889180,,12,10,45,47177,https://econ.st/3DeqCK0,,27123001,News and analysis with a global perspective. We’re here to help you understand the world around you. Subscribe here: https://t.co/RpUQAAnhog,402760,https://pbs.twimg.com/profile_images/1847280770743750656/0DkLNOPG_normal.jpg,155,False,2,8,"{""post_id"":null,""profile_id"":null,""profile_name"":null}","[""https://pbs.twimg.com/card_img/1867164609297457152/jM4jFDfi?format=jpg&name=orig""]",,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",3,Misleading,0.14246617,0.07297029,0.022718897,0.76184464,0.76184464,True,217,33
1868189305014813099,The███nom███,The███ono███t,Europe knows its armies need more cash. But clever tricks will be needed to fund defence expenditure without crossing the various red lines of different countries,"""2024-12-15T07:00:14.000Z""","[""https://pbs.twimg.com/media/Ge0kRcRWwAA1-_U.jpg""]",https://x.com/TheEconomist/status/1868189305014813099,,13,17,59,49641,https://econ.st/3BtZ2Yy,,27123001,News and analysis with a global perspective. We’re here to help you understand the world around you. Subscribe here: https://t.co/RpUQAAnhog,402760,https://pbs.twimg.com/profile_images/1847280770743750656/0DkLNOPG_normal.jpg,155,False,3,9,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",3,Misleading,0.021260196,0.046703745,0.007962578,0.9240735,0.9240735,True,162,26
1868374736088015133,The███nom███,The███ono███t,Europeans are hoping they can spend more on defence without giving up the good life. Can it be done?,"""2024-12-15T19:17:04.000Z""",,https://x.com/TheEconomist/status/1868374736088015133,,13,8,45,54392,https://econ.st/4gvLWZO,,27122602,News and analysis with a global perspective. We’re here to help you understand the world around you. Subscribe here: https://t.co/RpUQAAnhog,402760,https://pbs.twimg.com/profile_images/1847280770743750656/0DkLNOPG_normal.jpg,155,False,2,7,"{""post_id"":null,""profile_id"":null,""profile_name"":null}","[""https://pbs.twimg.com/card_img/1867212273061638144/nE39ITgh?format=jpg&name=orig""]",,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",3,Misleading,0.05130672,0.04515296,0.008465717,0.8950746,0.8950746,True,100,19
1868170549085503771,The███nom███,The███ono███t,"Generative AI can write copy and draw images; the technology is also making it easier to target consumers with the right ad. 

It could eliminate 7.5% of America’s advertising jobs by 2030, one research firm predicts","""2024-12-15T05:45:42.000Z""",,https://x.com/TheEconomist/status/1868170549085503771,,11,9,31,54146,https://econ.st/3DbtQxP,,27122605,News and analysis with a global perspective. We’re here to help you understand the world around you. Subscribe here: https://t.co/RpUQAAnhog,402760,https://pbs.twimg.com/profile_images/1847280770743750656/0DkLNOPG_normal.jpg,155,False,4,9,"{""post_id"":null,""profile_id"":null,""profile_name"":null}","[""https://pbs.twimg.com/card_img/1867213932110168064/S3x4JBLF?format=jpg&name=orig""]",,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",3,Misleading,0.22873782,0.07976669,0.025730658,0.6657648,0.6657648,True,216,36
1868484827139170738,The███nom███,The███ono███t,"People in Asia sleep later, shorter and less well","""2024-12-16T02:34:32.000Z""",,https://x.com/TheEconomist/status/1868484827139170738,,4,3,16,30218,https://econ.st/3VEEljs,,27122603,News and analysis with a global perspective. We’re here to help you understand the world around you. Subscribe here: https://t.co/RpUQAAnhog,402761,https://pbs.twimg.com/profile_images/1847280770743750656/0DkLNOPG_normal.jpg,155,False,1,5,"{""post_id"":null,""profile_id"":null,""profile_name"":null}","[""https://pbs.twimg.com/card_img/1867680014910550016/u6_OPuIR?format=png&name=orig""]",,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",3,Misleading,0.087692596,0.12184343,0.010901016,0.77956295,0.77956295,True,49,9
1868439657664454710,The███nom███,The███ono███t,The number of people in Latin America and the Caribbean opening their first bank account has been growing faster than the global rate in recent years. Financial institutions will aim to keep up the momentum in 2025,"""2024-12-15T23:35:02.000Z""",,https://x.com/TheEconomist/status/1868439657664454710,,6,13,40,47859,https://econ.st/3CUvrrK,,27122998,News and analysis with a global perspective. We’re here to help you understand the world around you. Subscribe here: https://t.co/RpUQAAnhog,402761,https://pbs.twimg.com/profile_images/1847280770743750656/0DkLNOPG_normal.jpg,155,False,1,6,"{""post_id"":null,""profile_id"":null,""profile_name"":null}","[""https://pbs.twimg.com/card_img/1866159393764478976/VyFHYRRU?format=jpg&name=orig""]",,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",3,Misleading,0.06679388,0.04643027,0.015340617,0.8714352,0.8714352,True,214,37
1868358629679612260,The███nom███,The███ono███t,"With packed restaurants and throngs of shoppers, Madrid is enjoying a palpable pre-Christmas buzz. The rest of Spain’s economy is basking in it too.

But how long can the good times last?","""2024-12-15T18:13:04.000Z""",,https://x.com/TheEconomist/status/1868358629679612260,,8,9,42,51046,https://econ.st/3VCiZ6s,,27122998,News and analysis with a global perspective. We’re here to help you understand the world around you. Subscribe here: https://t.co/RpUQAAnhog,402760,https://pbs.twimg.com/profile_images/1847280770743750656/0DkLNOPG_normal.jpg,155,False,1,2,"{""post_id"":null,""profile_id"":null,""profile_name"":null}","[""https://pbs.twimg.com/card_img/1867212076411682816/mLPtxoZl?format=jpg&name=orig""]",,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",3,Misleading,0.4576265,0.053942658,0.0151416985,0.47328913,0.47328913,False,187,32
1868408713582727202,The███nom███,The███ono███t,Health and long life correlate unsurprisingly with GDP per capita. But southern Europe is outperforming the usual link between wealth and health,"""2024-12-15T21:32:05.000Z""",,https://x.com/TheEconomist/status/1868408713582727202,,6,5,26,54722,https://econ.st/49AfH9E,,27122999,News and analysis with a global perspective. We’re here to help you understand the world around you. Subscribe here: https://t.co/RpUQAAnhog,402761,https://pbs.twimg.com/profile_images/1847280770743750656/0DkLNOPG_normal.jpg,155,False,1,10,"{""post_id"":null,""profile_id"":null,""profile_name"":null}","[""https://pbs.twimg.com/card_img/1866656571553468416/rmNcN8KD?format=jpg&name=orig""]",,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",3,Misleading,0.0388585,0.06861279,0.012780506,0.8797482,0.8797482,True,144,22
1868304278504264129,The███nom███,The███ono███t,"New research shows that tourism’s “carbon intensity”—the amount of emissions produced for every dollar spent—in 2019 was 30% higher than the global economy’s average.

And that is despite international attempts to reduce the industry’s environmental harm","""2024-12-15T14:37:06.000Z""",,https://x.com/TheEconomist/status/1868304278504264129,,31,12,42,50737,https://econ.st/3ZzMBSZ,,27122998,News and analysis with a global perspective. We’re here to help you understand the world around you. Subscribe here: https://t.co/RpUQAAnhog,402760,https://pbs.twimg.com/profile_images/1847280770743750656/0DkLNOPG_normal.jpg,155,False,2,5,"{""post_id"":null,""profile_id"":null,""profile_name"":null}","[""https://pbs.twimg.com/card_img/1867214304295931904/VgCHKw7g?format=jpg&name=orig""]",,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",3,Misleading,0.07669113,0.079748824,0.021663422,0.8218966,0.8218966,True,254,36
1868324882846761097,Rep███apa███,Rep███ram███ Ja██████,"The climate crisis is here and now, and every single day that goes by where we don’t take action, it is getting worse.

We cannot wait. We must take bold, immediate steps to save our planet and our people.","""2024-12-15T15:58:58.000Z""",,https://x.com/RepJayapal/status/1868324882846761097,,1074,67,184,30147,https://www.npr.org/2024/12/10/nx-s1-5215967/arctic-tundra-contributes-climate-warming-pollution-report-finds,,562371,"Congresswoman, lifelong organizer, mom. Proudly serving WA-07. Chair of @USProgressives, Member of @HouseJudiciary, @EdWorkforceDems. She/her.",33258,https://pbs.twimg.com/profile_images/978268908057751552/LdIDc0tc_normal.jpg,2464,False,41,11,"{""post_id"":null,""profile_id"":null,""profile_name"":null}","[""https://pbs.twimg.com/card_img/1866515719615094785/Cb4qksKE?format=jpg&name=orig""]",,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",3,Misleading,0.2508355,0.079962514,0.009818011,0.659384,0.659384,True,205,39
