id,created_at,text,pred_label_id,pred_label_name,p_Normal,p_Harassment,p_Defamation,p_Misleading,pred_confidence,risk_flag,char_len,word_len
848244577521647616,2017-04-01T18:44:01,"b""Why did we waste so much time developing silly rockets? Damn you, aliens! So obtuse! You have all this crazy tech, but can't speak English!?""",1,Harassment,0.002709333,0.9929477,0.0011558277,0.0031870648,0.9929477,True,143,25
847890916048338946,2017-03-31T19:18:42,b'@tesla_addict @TeslaMotors Working on it',1,Harassment,0.16424637,0.80416286,0.0037051665,0.02788555,0.80416286,True,43,5
845287688882184192,2017-03-24T14:54:24,b'@meangene2030 Damn straight we do! Coming with 8.1 next week.',1,Harassment,0.022696422,0.9706372,0.0013627046,0.0053035994,0.9706372,True,64,10
845283534948392960,2017-03-24T14:37:53,"b""@jDaz Because I was a dumb idiot and didn't realize at the time that it would cause confusion""",1,Harassment,0.013822294,0.9821353,0.001576789,0.0024655617,0.9821353,True,96,18
845175729885081601,2017-03-24T07:29:31,b'@Nites ~spawn npc.alien',1,Harassment,0.45251593,0.5334667,0.0034339277,0.010583424,0.5334667,True,26,3
838565081306677249,2017-03-06T01:41:09,b'@SimonaKitzu Self-hatred',1,Harassment,0.042615317,0.95130354,0.002152541,0.0039285193,0.95130354,True,27,2
828304178644656129,2017-02-05T18:07:59,b'@CycleTrades @rtoro20 People should push to have as many moderates advising the President as possible. Blind hate is never the right answer.',1,Harassment,0.37334922,0.60521203,0.0032643601,0.018174386,0.60521203,True,143,22
828297954314289153,2017-02-05T17:43:15,b'@rtoro20 Really? I already have both feet in my mouth and am levitating on my own idiocy...',1,Harassment,0.06934746,0.92469764,0.0018801534,0.0040747095,0.92469764,True,94,17
828291645548408833,2017-02-05T17:18:11,b'@BullFlags Yeah. And Twitter is a hater Hellscape.',1,Harassment,0.0026327807,0.9929276,0.0014944137,0.0029452231,0.9929276,True,53,8
828284048103579651,2017-02-05T16:48:00,b'@humplik The remedy for that is changing the law',1,Harassment,0.48381126,0.5001097,0.002730821,0.013348205,0.5001097,True,51,9
824113827679641600,2017-01-25T04:37:02,b'Sigh',1,Harassment,0.014834059,0.9745876,0.0021038237,0.008474545,0.9745876,True,7,1
812800512743514113,2016-12-24T23:21:57,b'Deus ex machina on the center screen when it ends',1,Harassment,0.029278597,0.9617386,0.0019880354,0.006994772,0.9617386,True,52,10
810126493326209025,2016-12-17T14:16:22,"b""Boring, it's what we do""",1,Harassment,0.011931354,0.9797015,0.002031777,0.0063353227,0.9797015,True,26,5
810126376871297024,2016-12-17T14:15:54,"b'It shall be called ""The Boring Company""'",1,Harassment,0.059379157,0.9310155,0.0024227719,0.007182566,0.9310155,True,42,7
810108760010043392,2016-12-17T13:05:54,b'Traffic is driving me nuts. Am going to build a tunnel boring machine and just start digging...',1,Harassment,0.008516927,0.98514706,0.0014150877,0.0049208943,0.98514706,True,98,17
785505765343625216,2016-10-10T15:42:23,"b'@saufkopf87 @FortuneMagazine Utter nonsense. Empirical evidence is what matters, not random speculation.'",1,Harassment,0.012458427,0.9836076,0.0014008047,0.0025331562,0.9836076,True,107,12
785485969705140224,2016-10-10T14:23:43,"b'Real fraud going on is denial of climate science. As for ""subsidies"", Tesla gets pennies on dollar vs coal. How about we both go to zero?'",1,Harassment,0.043189004,0.9208621,0.002977476,0.03297149,0.9208621,True,140,26
785225752526528512,2016-10-09T21:09:42,b'RT @Walpoleboy6_RBX: @elonmusk Tesla Model S saved my life. Hit a 1000lb bull moose. 2 tiny dents.',1,Harassment,0.17555983,0.81207585,0.002272644,0.010091673,0.81207585,True,101,17
783347230245736448,2016-10-04T16:45:08,"b""@motherboard I use twitter for news orgs. My Insta has same women as men. What's up with the phoney PC police axe-grinding?""",1,Harassment,0.47512525,0.51491964,0.0027493825,0.007205694,0.51491964,True,126,22
778624588989071360,2016-09-21T15:59:02,"b'@ninjas ""smart"" preconditioning should be less dumb in 8.0'",1,Harassment,0.07167172,0.90504,0.0027977042,0.020490505,0.90504,True,61,9
778624407610589184,2016-09-21T15:58:19,"b'@notch also, the Tesla is poison free!'",1,Harassment,0.14057058,0.8417403,0.002400225,0.015288875,0.8417403,True,41,7
771479910778966016,2016-09-01T22:48:38,"b'@scrappydog yes. This seems instant from a human perspective, but it really a fast fire, not an explosion. Dragon would have been fine.'",1,Harassment,0.048401684,0.94543517,0.0020503846,0.0041127815,0.94543517,True,138,23
755825075245297664,2016-07-20T18:01:55,b'@AnnaDotBlue busted',1,Harassment,0.018966408,0.975968,0.0018574822,0.003208115,0.975968,True,22,2
754968472929574912,2016-07-18T09:18:05,b'Bit of a distraction yesterday. Working on plan today.',1,Harassment,0.3621146,0.6109995,0.005082144,0.021803739,0.6109995,True,57,9
748144067972759552,2016-06-29T13:20:20,b'@NikolaNikolov16 Shakespeare. Then love-devouring death do what he dare; \nIt is enough I may but call her mine.',1,Harassment,0.09581037,0.89689684,0.0021236287,0.005169164,0.89689684,True,115,18
743600755739754497,2016-06-17T00:26:50,b'@fucktyler Thanks Tyler',1,Harassment,0.0038484079,0.9900185,0.0017080106,0.0044250484,0.9900185,True,26,3
742116619481014272,2016-06-12T22:09:24,b'@seanmcarroll No way. Look at chemotrophs and extremophiles. Primitive life is bloody everywhere. Highly under the ice on Europa imo.',1,Harassment,0.021707641,0.97242427,0.0013785398,0.0044894917,0.97242427,True,136,20
721506316900900864,2016-04-17T01:11:25,b'@ID_AA_Carmack me too!',1,Harassment,0.051994707,0.94220835,0.0018202469,0.0039766873,0.94220835,True,25,3
718865990373625857,2016-04-09T18:19:42,b'@TheHackersNews @SpaceX Thanks',1,Harassment,0.4240635,0.5652546,0.0034127336,0.0072691375,0.5652546,True,33,3
717755945003028480,2016-04-06T16:48:47,b'@samboykin @danahull the only thing beyond ludicrous is plaid',1,Harassment,0.086602226,0.90244925,0.00199435,0.008954135,0.90244925,True,64,9
694802955170553861,2016-02-03T08:41:47,b'Must be a slow news day if denying service to a super rude customer gets this much attention',1,Harassment,0.085880205,0.67907476,0.006877291,0.2281677,0.67907476,True,95,18
667536629830017024,2015-11-20T02:55:09,b'@StartupLJackson Yeah and hell yeah',1,Harassment,0.08856513,0.902182,0.0022132779,0.007039601,0.902182,True,38,5
642776648819937280,2015-09-12T19:07:49,"b""Btw, not saying we *should* nuke Mars -- just layin' out a few options \xe2\x80\xa6""",1,Harassment,0.2194218,0.7704316,0.0027762474,0.0073704068,0.7704316,True,86,15
598065854736044032,2015-05-12T10:03:05,"b""It is total BS &amp; hurtful to claim that I told a guy to miss his child's birth just to attend a company meeting. I would never do that.""",1,Harassment,0.105065234,0.88716096,0.0028557435,0.0049181026,0.88716096,True,141,29
559036144986251265,2015-01-24T17:12:58,"b""RT @KrapelsMarco: It's on! Utilities starting to play dirty vs solar.\nBut the sun will shine &amp; people will rise.\nhttp://t.co/PBpN2HsoUf\n@Ma\xe2\x80\xa6""",1,Harassment,0.020966094,0.97357655,0.0015237434,0.003933605,0.97357655,True,161,19
546453860936474625,2014-12-20T23:55:27,b'Nothing against all the oatmeal-raisin cookies out there. Just be yourself.',1,Harassment,0.07758037,0.9001498,0.0028890972,0.019380653,0.9001498,True,78,11
535085589456879616,2014-11-19T15:02:00,b'Really hate it when companies bring out an awesome show car and then you can never actually buy it. So lame.',1,Harassment,0.009085366,0.9847547,0.002002609,0.004157293,0.9847547,True,111,21
517509858971504640,2014-10-02T03:02:19,"b""I love the Internet. Comments had me literally ROFL. No, it wasn't intentional. Glad I didn't mention the other letter!""",1,Harassment,0.31330273,0.6780872,0.0040692133,0.004540971,0.6780872,True,122,20
490325897820381185,2014-07-19T02:42:58,"b'Looks like body slam, maybe from a self-generated wave'",1,Harassment,0.10154347,0.8866515,0.0026828344,0.009122155,0.8866515,True,57,9
410447049687961600,2013-12-10T16:32:57,b'Sock monkey of destruction! http://t.co/KqvXWDFmrr',1,Harassment,0.011795097,0.9840804,0.0016672799,0.0024573049,0.9840804,True,53,5
406209289494462464,2013-11-28T23:53:36,b'We called manual abort. Better to be paranoid and wrong. Bringing rocket down to borescope engines ...',1,Harassment,0.09302472,0.8800108,0.002833007,0.02413155,0.8800108,True,105,17
354705218648289281,2013-07-09T20:54:48,b'UDP (yeah you know me) 3X',1,Harassment,0.023961458,0.96250707,0.0021521142,0.011379304,0.96250707,True,28,6
354690624051609600,2013-07-09T19:56:49,"b'TCP packet walks into a bar &amp; says \xe2\x80\x9cI\xe2\x80\x99d like a beer.\xe2\x80\x9d Barman replies \xe2\x80\x9cYou\xe2\x80\x99d like a beer?\xe2\x80\x9d \xe2\x80\x9cYes,\xe2\x80\x9d replies TCP packet,\xe2\x80\x9cI\xe2\x80\x99d like a beer.\xe2\x80\x9d'",1,Harassment,0.22480372,0.6827029,0.004548289,0.087945126,0.6827029,True,262,25
338135523765919745,2013-05-25T03:32:45,"b'Was beat up pretty badly as a kid &amp; left me w jagged septum. Harder to breathe as I got older, so time to fix.'",1,Harassment,0.0045255707,0.9855914,0.0022342114,0.007648825,0.9855914,True,117,25
331795766937018368,2013-05-07T15:40:49,b'@rebel_sal exactly',1,Harassment,0.017856054,0.9770641,0.001690685,0.0033891394,0.9770641,True,21,2
329642240353894401,2013-05-01T17:03:29,b'@rebel_sal Just read it. Good piece.',1,Harassment,0.006012686,0.98953736,0.0014230446,0.0030268896,0.98953736,True,39,6
327448476604583936,2013-04-25T15:46:15,b'@wheelseditor Cool. Just read and watched!',1,Harassment,0.35067958,0.36321527,0.005017349,0.2810878,0.36321527,False,45,6
321440099348934656,2013-04-09T01:51:06,b'Which leads me to my next subject of gun control ... just kidding',1,Harassment,0.046780266,0.94741386,0.0018372086,0.0039685997,0.94741386,True,68,13
321342187067543552,2013-04-08T19:22:02,"b'Sarah Palin calls Tesla a loser. Am deeply wounded. http://t.co/eOGT80Ut4L  Btw, Model S warranty does cover ""bricking"".'",1,Harassment,0.116868496,0.87465066,0.0048091128,0.003671791,0.87465066,True,123,17
300664934663061505,2013-02-10T17:58:01,"b""Busted \xe2\x80\x9c@TheOnion: Barack Obama: 'Look, I'm Just Going To Say It: I Collect Antique Nazi Memorabilia' http://t.co/KExXRoBL\xe2\x80\x9d""",1,Harassment,0.02719263,0.96705866,0.0026641404,0.003084593,0.96705866,True,148,17
300234184193105920,2013-02-09T13:26:22,b'Next Grasshopper rocket test is called the Johnny Cash Hover Slam (yeah baby!). Might be our first smoking crater...',1,Harassment,0.0065457937,0.98665917,0.0015066888,0.005288403,0.98665917,True,119,19
235130471745454084,2012-08-13T21:47:27,b'About to go through my first jury selection process. Trial concerns an alleged gang related murder. Hardcore.',1,Harassment,0.0053744856,0.9867476,0.0016482597,0.0062296716,0.9867476,True,112,17
187098437328699393,2012-04-03T08:45:18,b'Bioshock is an Ayn Rand dystopia and Fallout New Vegas is a Hegelian dialectic. Games have come a long way since Pong.',1,Harassment,0.045828383,0.948137,0.0025504427,0.0034841592,0.948137,True,121,22
179095691468095489,2012-03-12T06:45:14,"b'Mountain lions eat cats, which means we *actually* live in a cat eat cat world ... an apology is owed to dogkind!'",1,Harassment,0.0069656023,0.9869556,0.0011895479,0.004889217,0.9869556,True,116,22
168060414398177281,2012-02-10T19:54:59,b'Do not search for purple squirrels! Giving them attention only makes them want to be more purple.',1,Harassment,0.31179523,0.63973427,0.004070249,0.0444003,0.63973427,True,100,17
168056133708283904,2012-02-10T19:38:00,"b'Tesla Model X is 3rd most searched term on Google, right after purple squirrel. Damn you squirrel! http://t.co/jP9H5XrB'",1,Harassment,0.21117164,0.77960014,0.004568745,0.0046594865,0.77960014,True,122,18
153515940707975169,2012-01-01T16:40:27,"b'My first prediction of 2012 has come true: ouch, my head hurts.'",1,Harassment,0.0067286245,0.98800164,0.0014022253,0.0038674576,0.98800164,True,66,12
153236159361847298,2011-12-31T22:08:42,"b""World violence being super low is probably counter-intuitive to most people. That's because modern media is a misery microscope.""",1,Harassment,0.26658645,0.72150946,0.004511849,0.007392263,0.72150946,True,131,19
153099684280410112,2011-12-31T13:06:23,b'Hacked my Tesla charge connector on a small island in the rain last night #whatcouldpossiblygowrong',1,Harassment,0.0066043744,0.98901373,0.0013704943,0.0030113761,0.98901373,True,102,15
152774892591398913,2011-12-30T15:35:47,"b'Not that this really matters. All current rocket tech, including ours, sucks. Only when it becomes fully reusable, will it not suck.'",1,Harassment,0.006082839,0.9891537,0.0012140597,0.0035493828,0.9891537,True,135,22
152614233278910464,2011-12-30T04:57:23,"b'To be clear, CtG absolutely did *not* bang her horse. They were just close friends who liked to take showers together and spoon at night.'",1,Harassment,0.29237568,0.6856126,0.0043783793,0.017633354,0.6856126,True,140,25
152602438807994369,2011-12-30T04:10:31,"b'Right mood, scented candles, Barry White singing ""Can\'t Get Enough of Your Love, Baby"" and the magic (by that I mean horsef*ing) happens ...'",1,Harassment,0.05592418,0.92692816,0.0034196468,0.013728038,0.92692816,True,144,24
152599413813018624,2011-12-30T03:58:30,"b""Sew one button, doesn't make u a tailor; cook one meal, doesn't make u a chef; but f* one horse and u r a horsef*er for all of history...""",1,Harassment,0.0040151863,0.98778754,0.0015739418,0.0066233296,0.98778754,True,140,29
152598246475317248,2011-12-30T03:53:51,"b""Am reading Robert Massie's book on Catherine the Great. Yeah, I know what you're probably thinking ... did she really f* a horse?""",1,Harassment,0.014509384,0.97961557,0.0021754676,0.003699582,0.97961557,True,132,23
152154308710899713,2011-12-28T22:29:48,b'RT @TheOnion: Any Idiot Could Have Come Up With The Car http://t.co/e9cLgfEg #OnionInnovation',1,Harassment,0.019413441,0.9754647,0.002163844,0.002958064,0.9754647,True,96,13
